numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07939;20151213072200;1860.000000;0;0.000000;271.850000;264.190000;56;0;0;0;6;6;2250;0;7;0;0.000000;mq;270.450000;mq;277.150000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151213061500;790.000000;0;0.000000;269.750000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;268.150000;mq;273.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20151213070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.080000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;20151213063000;1620.000000;0;0.000000;273.850000;259.390000;33;0;0;0;4;4;3500;0;3;2;0.000000;mq;273.250000;mq;278.650000;0.240000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;2;130;4.000000;0.540000;0.000000;mq;7;4;mq;2;mq;
07876;20151213070000;1270.000000;0;0.000000;274.150000;263.820000;46;0;0;0;6;6;1750;0;3;/;0.000000;mq;271.150000;mq;282.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151213080000;1080.000000;0;0.000000;270.150000;mq;mq;0;0;0;7;0;8000;0;0;2;0.000000;268.150000;mq;280.650000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151213070000;680.000000;0;0.000000;269.250000;268.570000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.150000;mq;282.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151213074000;1000.000000;0;0.000000;276.050000;271.120000;70;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.050000;mq;284.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07393;20151213074000;2196.000000;90;2.000000;274.150000;263.540000;45;0;0;0;5;5;3500;0;1;2;mq;mq;mq;mq;mq;0.300000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;2;90;2.000000;0.170000;0.000000;mq;7;6;mq;mq;mq;
07489;20151213083000;970.000000;40;3.000000;275.150000;mq;mq;0;0;0;8;0;8000;0;0;2;0.000000;mq;272.650000;mq;279.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07582;20151213075000;1350.000000;0;0.000000;275.650000;mq;mq;0;0;0;7;0;8000;0;0;7;0.000000;mq;274.250000;mq;278.550000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07589;20151213080000;1570.000000;0;0.000000;274.150000;mq;mq;0;0;0;8;8;3500;0;7;/;0.000000;mq;273.650000;mq;283.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20151213073000;1860.000000;0;0.000000;272.250000;261.800000;45;0;0;0;7;7;2250;0;7;/;0.000000;mq;271.050000;mq;280.350000;0.270000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;2;mq;
07881;20151213080000;2590.000000;180;4.000000;272.650000;252.400000;20;0;0;0;7;0;8000;0;0;2;0.000000;mq;270.650000;mq;276.150000;0.460000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;1;180;8.000000;mq;mq;mq;7;4;mq;mq;mq;
07953;20151213081500;1800.000000;180;1.000000;273.050000;261.960000;43;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.250000;mq;278.450000;0.170000;0.000000;-99;768.000000;3100.000000;mq;267.350000;mq;0;0;0;mq;mq;mq;mq;1;180;2.000000;0.450000;0.000000;mq;6;4;mq;2;mq;
07961;20151213080300;1745.000000;220;3.000000;272.750000;265.930000;60;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.550000;mq;278.850000;0.230000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;1;mq;
07484;20151213064500;1018.000000;0;0.000000;268.050000;mq;mq;0;0;0;7;7;2250;0;3;/;0.000000;mq;265.350000;mq;277.150000;0.030000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07952;20151213083000;1840.000000;0;0.000000;273.650000;mq;mq;0;0;0;1;0;8000;0;0;2;0.000000;mq;mq;mq;mq;0.450000;0.000000;-99;768.000000;3100.000000;mq;268.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;0.000000;mq;7;7;mq;2;mq;
07952;20151213080000;1840.000000;0;0.000000;271.950000;262.330000;48;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.250000;mq;279.150000;0.350000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;1;380.000000;
07498;20151213070000;1850.000000;230;1.000000;270.050000;264.000000;63;0;0;0;8;2;2250;0;3;2;0.000000;mq;267.650000;mq;277.150000;0.290000;0.000000;-99;768.000000;3100.000000;mq;264.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07889;20151213074500;1800.000000;0;0.000000;273.650000;262.210000;42;0;0;0;8;0;8000;0;0;2;0.000000;mq;272.650000;mq;281.150000;0.150000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;4;mq;mq;mq;
07893;20151213075000;1780.000000;0;0.000000;272.650000;263.500000;50;0;0;0;7;7;1250;0;3;/;0.000000;mq;271.150000;mq;277.750000;0.250000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;0.000000;mq;4;4;mq;1;200.000000;
07895;20151213064500;1970.000000;0;0.000000;270.850000;263.260000;56;0;0;0;8;0;8000;0;0;2;0.000000;mq;270.550000;mq;277.850000;0.200000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;1;170.000000;
07900;20151213071500;2040.000000;0;0.000000;272.150000;262.250000;47;0;0;0;8;8;3500;0;7;/;0.000000;mq;271.450000;mq;277.150000;0.270000;0.000000;-99;768.000000;3100.000000;mq;266.250000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;5;mq;1;180.000000;
07901;20151213070000;1870.000000;0;0.000000;275.050000;260.080000;32;0;0;0;7;7;1750;0;3;/;0.000000;mq;274.550000;mq;282.350000;0.070000;0.000000;-99;768.000000;3100.000000;mq;271.050000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;0.000000;mq;7;6;mq;mq;mq;
07904;20151213070000;2080.000000;0;0.000000;271.150000;259.340000;40;0;0;0;8;7;3500;0;7;2;0.000000;mq;268.150000;mq;277.950000;0.270000;0.000000;-99;768.000000;3100.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07913;20151213080000;2320.000000;0;0.000000;271.350000;258.890000;38;0;0;0;8;8;1750;0;1;/;0.000000;mq;270.150000;mq;279.150000;0.250000;0.000000;-99;768.000000;3100.000000;mq;267.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07918;20151213081000;2284.000000;0;0.000000;270.650000;261.890000;51;0;0;0;8;0;8000;0;0;2;0.000000;mq;269.850000;mq;276.750000;0.350000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07954;20151213065800;1107.000000;0;0.000000;274.250000;267.560000;61;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.850000;mq;286.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07968;20151213072000;1569.000000;0;0.000000;275.750000;264.420000;43;0;0;0;1;0;2250;0;0;7;0.000000;mq;274.250000;mq;282.450000;0.030000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;0.500000;0.000000;mq;7;7;mq;mq;mq;
07970;20151213075000;1789.000000;0;0.000000;271.250000;266.510000;70;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.150000;mq;285.050000;0.320000;0.000000;-99;768.000000;3100.000000;mq;265.450000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07982;20151213084500;1740.000000;220;2.000000;274.250000;265.230000;51;0;0;0;3;3;2250;0;3;9;0.000000;mq;270.450000;mq;283.450000;0.350000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07964;20151213080000;2020.000000;0;0.000000;271.950000;262.330000;48;0;0;0;1;0;8000;0;0;2;0.000000;mq;271.250000;mq;279.150000;0.350000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;1;380.000000;
07696;20151213100000;1850.000000;0;0.000000;276.550000;266.300000;47;0;0;0;7;7;1250;0;3;/;0.000000;mq;272.750000;mq;286.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;20151213120000;2590.000000;0;0.000000;276.150000;251.990000;15;0;0;0;3;0;8000;0;0;2;mq;mq;mq;mq;mq;0.460000;0.000000;-50;750.000000;3100.000000;mq;269.150000;mq;mq;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;1;mq;2;100.000000;
07815;20151213123000;2350.000000;0;0.000000;274.150000;262.050000;40;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.330000;0.000000;-50;750.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;2;mq;
07889;20151213111500;1800.000000;0;0.000000;277.150000;263.760000;37;0;0;0;4;1;2250;0;3;2;mq;mq;mq;mq;mq;0.150000;0.000000;-50;750.000000;3100.000000;mq;272.550000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;4;mq;mq;mq;
07892;20151213121500;1700.000000;0;0.000000;276.150000;267.250000;52;0;0;0;6;0;8000;0;0;2;mq;mq;mq;mq;mq;0.240000;0.000000;-50;750.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07893;20151213114000;1780.000000;0;0.000000;275.650000;264.620000;44;0;0;0;6;6;800;0;3;/;mq;mq;mq;mq;mq;0.250000;0.000000;-50;750.000000;3100.000000;mq;270.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;1;200.000000;
07895;20151213120500;1970.000000;0;0.000000;276.150000;264.480000;42;0;0;0;6;0;8000;0;0;2;mq;mq;mq;mq;mq;0.200000;0.000000;-50;750.000000;3100.000000;mq;271.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;1;180.000000;
07900;20151213120000;2040.000000;0;0.000000;275.150000;263.270000;41;0;0;0;8;1;3500;0;4;2;mq;mq;mq;mq;mq;0.270000;0.000000;-50;750.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;4;mq;1;180.000000;
07901;20151213113000;1870.000000;0;0.000000;278.150000;265.330000;39;0;0;0;6;3;1750;2;3;2;mq;mq;mq;mq;mq;0.070000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.500000;0.000000;mq;7;6;mq;2;mq;
07904;20151213115000;2080.000000;0;0.000000;275.150000;259.370000;30;0;0;0;7;2;3500;0;3;2;mq;mq;mq;mq;mq;0.270000;0.000000;-50;750.000000;3100.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07913;20151213123000;2320.000000;0;0.000000;273.150000;259.490000;35;0;0;0;7;7;1750;0;7;/;mq;mq;mq;mq;mq;0.250000;0.000000;-50;750.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07815;20151213080000;2350.000000;0;0.000000;271.150000;262.110000;50;0;0;0;8;0;8000;0;0;2;0.000000;mq;271.150000;mq;279.150000;0.330000;0.000000;-99;768.000000;3100.000000;mq;268.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07892;20151213073000;1700.000000;0;0.000000;266.850000;264.590000;84;0;0;0;8;0;8000;0;0;2;0.000000;mq;266.150000;mq;276.650000;0.240000;0.000000;-99;768.000000;3100.000000;mq;265.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07457;20151213103500;790.000000;0;0.000000;273.150000;mq;mq;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;20151213123000;1620.000000;0;0.000000;277.150000;260.260000;28;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.240000;0.000000;-50;750.000000;3100.000000;mq;270.250000;mq;0;0;mq;mq;mq;mq;mq;2;130;2.000000;0.540000;0.000000;mq;7;4;mq;2;mq;
07608;20151213123000;1327.000000;0;0.000000;277.650000;275.180000;84;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151213115500;1665.000000;270;2.000000;277.450000;265.960000;43;0;0;0;6;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07952;20151213112000;1840.000000;0;0.000000;278.150000;mq;mq;0;0;0;1;0;8000;0;0;2;mq;mq;mq;mq;mq;0.450000;0.000000;-50;750.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;mq;0.000000;mq;6;6;mq;2;mq;
07953;20151213120000;1800.000000;180;1.000000;274.450000;263.230000;43;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.170000;0.000000;-50;750.000000;3100.000000;mq;268.550000;mq;0;0;0;mq;mq;mq;mq;1;180;2.000000;0.450000;0.000000;mq;6;4;mq;2;mq;
07968;20151213123000;1569.000000;0;0.000000;278.550000;264.660000;36;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.030000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;0.500000;0.000000;mq;7;7;mq;mq;mq;
07582;20151214073000;1350.000000;0;0.000000;274.450000;265.160000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.150000;mq;279.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151214073000;1327.000000;220;4.000000;278.150000;273.130000;70;0;0;0;8;6;1750;5;3;/;0.000000;mq;276.150000;mq;283.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151214065700;1107.000000;90;3.000000;277.650000;266.150000;43;0;0;0;3;3;2250;0;3;0;0.000000;mq;273.750000;mq;284.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07484;20151214064500;1018.000000;0;0.000000;269.950000;269.260000;95;0;0;0;1;1;2250;0;3;0;0.000000;mq;267.150000;mq;280.750000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07970;20151214075000;1789.000000;0;0.000000;277.050000;260.610000;29;0;0;0;6;4;1750;0;3;2;0.000000;mq;271.250000;mq;281.650000;0.320000;0.000000;-99;768.000000;3100.000000;mq;262.250000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07393;20151214074000;2196.000000;90;2.000000;269.550000;259.320000;45;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.300000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;mq;0;mq;mq;mq;mq;2;90;1.000000;0.170000;0.000000;mq;7;6;mq;mq;mq;
07457;20151214060500;790.000000;0;0.000000;271.350000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;271.150000;mq;276.150000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20151214070000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.080000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;20151214070000;1620.000000;0;0.000000;270.850000;260.520000;45;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.850000;mq;277.550000;0.240000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;2;40;5.000000;0.530000;0.000000;mq;7;4;mq;mq;mq;
07876;20151214070000;1270.000000;0;0.000000;275.150000;270.630000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;280.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151214075000;1780.000000;0;0.000000;269.650000;264.600000;68;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.350000;mq;276.150000;0.250000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.540000;0.000000;mq;4;4;mq;1;190.000000;
07974;20151214075000;1500.000000;0;0.000000;277.050000;260.610000;29;0;0;0;6;4;3500;0;3;2;0.000000;mq;271.250000;mq;281.650000;0.320000;0.000000;-99;768.000000;3100.000000;mq;262.250000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07458;20151214065500;1152.000000;0;0.000000;274.950000;271.170000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.950000;mq;280.750000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07886;20151214081500;1720.000000;180;10.000000;275.250000;272.160000;80;0;0;0;3;3;150;5;7;2;0.000000;mq;272.850000;mq;282.350000;0.390000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;2;mq;
07898;20151214081500;1080.000000;0;0.000000;270.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;269.150000;mq;280.550000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151214113000;1780.000000;0;0.000000;273.750000;265.510000;54;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.250000;0.000000;-50;750.000000;3100.000000;mq;269.550000;mq;0;0;0;mq;mq;mq;mq;1;180;2.000000;0.540000;0.000000;mq;4;4;mq;1;190.000000;
07952;20151214120000;1840.000000;220;2.000000;278.650000;mq;mq;0;0;0;3;3;1250;5;0;0;mq;mq;mq;mq;mq;0.450000;0.000000;-50;750.000000;3100.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07582;20151214120000;1350.000000;0;0.000000;277.650000;272.650000;70;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;20151214121000;2590.000000;0;0.000000;274.150000;269.290000;70;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.490000;0.000000;-50;750.000000;3100.000000;mq;268.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07590;20151214121500;1270.000000;0;0.000000;277.750000;269.240000;54;0;0;0;2;2;800;6;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151214123000;1850.000000;0;0.000000;275.050000;263.780000;43;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.290000;0.000000;-50;750.000000;3100.000000;mq;265.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07889;20151214111000;1800.000000;0;0.000000;275.650000;263.080000;39;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.160000;0.000000;-50;750.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;4;mq;mq;mq;
07892;20151214121500;1700.000000;0;0.000000;275.150000;268.200000;60;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.240000;0.000000;-50;750.000000;3100.000000;mq;269.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07901;20151214110000;1870.000000;0;0.000000;275.550000;264.530000;44;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.050000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.500000;0.000000;mq;8;6;mq;2;mq;
07904;20151214115000;2080.000000;0;0.000000;272.550000;260.600000;40;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.260000;0.000000;-50;750.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;4;mq;mq;mq;
07913;20151214123000;2320.000000;130;1.000000;271.450000;258.320000;36;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.250000;0.000000;-50;750.000000;3100.000000;mq;268.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;4;mq;mq;mq;
07457;20151214104000;790.000000;0;0.000000;273.650000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151214120000;970.000000;180;2.000000;282.150000;mq;mq;0;0;0;1;1;2250;0;3;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07961;20151214121500;1745.000000;220;5.000000;278.550000;270.710000;57;0;0;0;3;3;2250;0;3;0;mq;mq;mq;mq;mq;0.230000;0.000000;-50;750.000000;3100.000000;mq;272.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07815;20151214110000;2350.000000;0;0.000000;278.150000;269.860000;55;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.330000;0.000000;-50;750.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;4;mq;1;180.000000;
07900;20151214130000;2040.000000;180;2.000000;272.150000;262.250000;47;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.270000;0.000000;-50;750.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;1;180.000000;
07895;20151214124000;1970.000000;0;0.000000;275.450000;266.090000;50;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.200000;0.000000;-50;750.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;1;180.000000;
07917;20151214130000;1281.000000;0;0.000000;279.850000;274.770000;70;0;0;0;7;7;1250;5;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151214113000;1665.000000;270;2.000000;279.450000;269.240000;48;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
